row_hash,empresa,titulo,local,estado,data_abertura,data_fechamento,dias_passados,status,vfn,nota
6QCUnfV2M48EPYwURxcxWQ==,Bradesco Seguros,Mais uma vez reembolsaram incorretamente sem querer,Porto Alegre - RS,RS,2022-05-03,2022-06-02,30,Resolvido,Sim,7
WanvuFBglZpwJ2/HEkewkQ==,Bradesco Seguros,Seguro prestamista,Santo Antônio do Jardim - SP,SP,2022-05-10,2022-06-09,30,Resolvido,Sim,8
WX3QQRepNC9aOeRb2akTgQ==,HDI Seguros,Não autorizam o conserto,Belo Horizonte - MG,MG,2022-04-23,2022-05-23,30,Resolvido,Não,8
v/PzW2pqrIT+RfQe8KM1Jg==,AIG Seguros Brasil,Proteção de Preço não paga - Visa e AIG Seguros (Há mais de 3 meses),Fortaleza - CE,CE,2022-05-28,2022-06-27,30,Resolvido,Não,0
59+sMsveeUBTE1EPJgWh+Q==,AIG Seguros Brasil,Sinistro não pago,Mossoró - RN,RN,2022-03-27,2022-04-26,30,Resolvido,Não,4
wzSBNTVLZvNfLcYHeI+iSw==,Bradesco Seguros,Péssimo atendimento!,Quixeramobim - CE,CE,2022-06-04,2022-07-04,30,Resolvido,Não,7
G4NNteVwtp4TPWNC3cRJYg==,Bradesco Seguros,Não atendem o telefone,Osasco - SP,SP,2022-06-01,2022-07-01,30,Resolvido,Não,8
0N3eNx4mrZ0H+VM/3liu3Q==,Azul Seguros,Veículo sem prazo de entrega,Queimados - RJ,RJ,2022-04-17,2022-05-17,30,Não resolvido,Não,0
um3VYncjMrGT3/YVhPWylg==,Porto Seguro,SEGURO DE VIDA CANCELADO E NÃO ESTORNARAM O VALOR,São Paulo - SP,SP,2022-05-04,2022-06-03,30,Não resolvido,Não,0
VYSce5FwWf44ULJAZ2Do9g==,AIG Seguros Brasil,Indeferimento indevido de sinistros,Criciúma - SC,SC,2022-05-02,2022-06-01,30,Não resolvido,Não,0
LRJeA/YdquMv2tKGKlaMXg==,AIG Seguros Brasil,"prazo nao cumprido,reclamacao sem retorno",São Paulo - SP,SP,2022-05-30,2022-06-29,30,Não resolvido,Não,0
1bEJDDaEZY/kkCJqJxb4Cg==,AIG Seguros Brasil,Cadê o dinheiro do seguro que foi aprovado a quase 2 meses????,Fortaleza - CE,CE,2022-04-02,2022-05-02,30,Não resolvido,Não,0
GA4ct74maPpstbChRNQBdw==,AIG Seguros Brasil,garantia de preco,Barra do Bugres - MT,MT,2022-04-04,2022-05-04,30,Não resolvido,Não,0
ppN09NfcVX21QfPC92biQA==,Tokio Marine Seguradora,Sinistro com mais de 40 dias sem resolução,Nova Friburgo - RJ,RJ,2022-03-28,2022-04-27,30,Não resolvido,Não,0
LeoFOl/seuLwIA8f+BEF1Q==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Descaso da seguradora allianz,Boquira - BA,BA,2022-05-28,2022-06-27,30,Não resolvido,Não,0
AuufUSITK7v8gMSYs6TDrg==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Cancelamentos seguidos sem comunicação,Belo Horizonte - MG,MG,2022-05-16,2022-06-15,30,Não resolvido,Não,2
FWJIuEWs01HkscR0LSdQdw==,Bradesco Seguros,Mau atendimento ao cliente no Bradesco Vida e Previdência S/A - Previdência Privada PGBL AT83M,São Paulo - SP,SP,2022-06-03,2022-07-02,29,Resolvido,Não,1
WTJCE8rbmr7BsxvOwsoA4A==,Bradesco Seguros,Demora na entrega de solicitação de medicamentos,São José dos Campos - SP,SP,2022-04-21,2022-05-20,29,Resolvido,Sim,6
OkaWwoaZ+79+j53SrHqx/g==,Azul Seguros,"Renovei meu seguro com a Azul Seguros, o valor cobrado foi diferente da proposta",Feira de Santana - BA,BA,2022-05-10,2022-06-08,29,Resolvido,Sim,8
FvUazE79UoFsk08J/IkD6w==,Azul Seguros,Péssimo atendimento.,Cotia - SP,SP,2022-05-11,2022-06-09,29,Resolvido,Sim,9
QKd7qd8ZfZ4qdC+p/7+E/g==,Porto Seguro,A Porto Seguro não quer aprovar reparo correto e necessário de veículo,São Paulo - SP,SP,2022-04-04,2022-05-03,29,Resolvido,Sim,7
eAEP04dSE0Ia8Jh2J/Z7+w==,MAPFRE Seguros,Mapfre não paga cliente,São Paulo - SP,SP,2022-04-12,2022-05-11,29,Resolvido,Sim,2
oMvzbDGETGQyqn/tKcq5sA==,AIG Seguros Brasil,Seguradora AIG NÃO PAGA O SEGURO PROTEÇÃO DE PREÇO,Brasília - DF,DF,2022-04-03,2022-05-02,29,Resolvido,Sim,5
WNxjf7NeGR6/dM5jVN9g3Q==,AIG Seguros Brasil,Seguro proteção de preço VISA,Rio de Janeiro - RJ,RJ,2022-04-27,2022-05-26,29,Resolvido,Sim,5
g9NkSdAW6OCM08RobtiEbA==,AIG Seguros Brasil,Sinistro proteção de Preço Parado a mais de Mês,Mossoró - RN,RN,2022-03-29,2022-04-27,29,Resolvido,Sim,9
+52wLKsgFneVWD1Ut4jtcA==,AIG Seguros Brasil,Demora na análise do sisnistro de compra protegida cartão Mastercard,Jaboatão dos Guararapes - PE,PE,2022-03-29,2022-04-27,29,Resolvido,Sim,9
rbz77bLc/j+7Ae7cevpRSQ==,Tokio Marine Seguradora,Descaso com o cliente.,Guarulhos - SP,SP,2022-04-27,2022-05-26,29,Resolvido,Sim,10
UA6wVPBPkUfv1oWQ7w7djw==,Tokio Marine Seguradora,estou tentando efetivar meu seguro há dias e não recebo nenhum contato da seguradora,São Paulo - SP,SP,2022-05-09,2022-06-07,29,Resolvido,Sim,10
5ZFYstdc8oZcFZcQvS0K9A==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Divergência de avaliação de danos,Uberlândia - MG,MG,2022-05-09,2022-06-07,29,Resolvido,Sim,5
ndUqEPsDac2Gh8kLQcruCQ==,Bradesco Seguros,Péssimo atendimento - Total Descaso para com o cliente!,Cotia - SP,SP,2022-05-24,2022-06-22,29,Resolvido,Sim,5
gsC6PxFYuui9akSRnNg3iw==,Bradesco Seguros,3 meses de espera para reembolso !!,São Bernardo do Campo - SP,SP,2022-05-19,2022-06-17,29,Resolvido,Sim,5
/5j2scUcevLAZhnXh8TtPQ==,Bradesco Seguros,"Debitaram na minha conta seguro dental , seguro auto e habitação",Natal - RN,RN,2022-05-10,2022-06-08,29,Resolvido,Sim,7
xW0XvcKtxBNHM4DDFxoaHw==,Bradesco Seguros,Não pagam reembolso,Suzano - SP,SP,2022-04-14,2022-05-13,29,Resolvido,Não,10
0Gse76zkrYssgked9zwMOA==,Porto Seguro,Recusa de serviços sem Justificativa,Leme - SP,SP,2022-04-26,2022-05-25,29,Não resolvido,Não,0
y2M4E5r401yOkP9HdsYpgw==,Youse Seguros,Propaganda enganosa,Curitiba - PR,PR,2022-04-26,2022-05-25,29,Não resolvido,Não,1
cUyHgxb22rkcLttErZLduQ==,AIG Seguros Brasil,Seguros Aprovados e não pagos.,São Paulo - SP,SP,2022-04-04,2022-05-03,29,Não resolvido,Não,0
dzJDCQo8EVMJaHflTwXRug==,AIG Seguros Brasil,Proteção de preço aprovado e não pago,Curitiba - PR,PR,2022-05-30,2022-06-28,29,Não resolvido,Não,0
XBFjA2xdjmqHcWLKzSsItw==,AIG Seguros Brasil,Não pagamento - Proteção de Preços - VISA,Unaí - MG,MG,2022-04-19,2022-05-18,29,Não resolvido,Não,3
DOvp8H62inBTjscLcJvxsQ==,Tokio Marine Seguradora,Péssimo atendimento,Niterói - RJ,RJ,2022-05-28,2022-06-26,29,Não resolvido,Não,5
0nmorrIStY+WwbNDUNwDvQ==,Tokio Marine Seguradora,Não consigo orientação para reembolso,Campinas - SP,SP,2022-04-28,2022-05-27,29,Não resolvido,Não,0
7PSFxxVL5BXcjs2QK/ZCeA==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Atendimento,São Paulo - SP,SP,2022-05-30,2022-06-28,29,Não resolvido,Não,0
+KSq4m2vVdoSXubkEnuIqg==,Bradesco Seguros,"DESCUMPRIMENTO DE OBRIGAÇÕES, DESRESPEITO COM CONSUMIDOR",Florianópolis - SC,SC,2022-04-14,2022-05-13,29,Não resolvido,Não,0
mGfjH7FwSLtcI1iVWPP24Q==,Bradesco Seguros,Péssimo seguro. Não fazem reembolso. Demoram para atender,Salvador - BA,BA,2022-06-13,2022-07-12,29,Não resolvido,Não,0
PxsO8ZS50rG3LSxtVNA82A==,Bradesco Seguros,Resgate título capitalização,Fortaleza - CE,CE,2022-05-24,2022-06-21,28,Resolvido,Não,5
2zK+eJh4J5uGlivvRIaWpA==,Bradesco Seguros,Bradesco seguros não me fornece cópia da apólice,Rio de Janeiro - RJ,RJ,2022-05-09,2022-06-06,28,Não resolvido,Não,0
0NIzSSCYCmFJXyuYAIxWOA==,Bradesco Seguros,Seguro auto Bradesco absurdo,João Pessoa - PB,PB,2022-04-15,2022-05-13,28,Não resolvido,Não,0
A5IF8SZN65jkzPJKILKj1g==,Bradesco Seguros,Seguro residencial,Aramina - SP,SP,2022-05-20,2022-06-17,28,Não resolvido,Não,0
WMFdqfECG7MA9JkqUeOAPw==,Bradesco Seguros,Não possuem referenciados e não reembolsam praticamente nada!,Mossoró - RN,RN,2022-05-24,2022-06-21,28,Não resolvido,Não,0
63SuYOmAkeaJ3uvvpPkh9A==,Bradesco Seguros,Infusão de medicação - Pulsoterapia Intravenosa,São Paulo - SP,SP,2022-04-28,2022-05-26,28,Não resolvido,Não,0
D6cYfgRaw5JIG4w7fYO6Dw==,Bradesco Seguros,Carro com 50 dias na oficina para reparo,Belo Horizonte - MG,MG,2022-05-29,2022-06-26,28,Não resolvido,Não,0
H+mOTCCswC+LDcVa2tydBA==,Bradesco Seguros,Continuam a cobrar mesmo depois de ter encerrado o sinistro,Osasco - SP,SP,2022-04-15,2022-05-13,28,Não resolvido,Não,1
/6TO1Z7DjomSKHahuzhOUQ==,Bradesco Seguros,SEGURO DE VIDA,Rio de Janeiro - RJ,RJ,2022-04-26,2022-05-24,28,Não resolvido,Não,0
lP03dns2whWu6k7xyPKTpw==,Azul Seguros,Descontado cobrança sem vistoria,São Paulo - SP,SP,2022-04-27,2022-05-25,28,Resolvido,Sim,9
m7LjGDssyQDhp3PaHniyxw==,Porto Seguro,Tech Fácil - Descaso completo com o cliente,Rio de Janeiro - RJ,RJ,2022-04-01,2022-04-29,28,Resolvido,Sim,6
urRf0MVfIZ+Cjihiop6Aow==,AIG Seguros Brasil,Proteção de Preço não paga - Visa e AIG Seguros,Cascavel - CE,CE,2022-04-24,2022-05-22,28,Resolvido,Sim,7
3k7gS8D5DMT0xOZ5O7ar8g==,AIG Seguros Brasil,NÃO PAGAMENTO DE SEGUROS AIG/VISA,São Paulo - SP,SP,2022-05-02,2022-05-30,28,Resolvido,Sim,8
acVA/la86Yq3KOOH304yIw==,AIG Seguros Brasil,Ainda nao recebi o sinistro aprovado Número do bilhete: 03714547,Duque de Caxias - RJ,RJ,2022-04-12,2022-05-10,28,Resolvido,Sim,9
yV2gUz2hBo2NUJrw+DyU3A==,AIG Seguros Brasil,"Deram um prazo do meu sinistro de 15 dias e ate hoje não recebi nada, já reclamei no site da visa e do AIG e não recebi nenhum retorno.",Curvelo - MG,MG,2022-05-04,2022-06-01,28,Resolvido,Sim,9
Jzd+M/zo4G3yQ44K+pYVsA==,Tokio Marine Seguradora,UMA PORCARIA. NÃO DA SUPORTE PARA SEUS CLIENTES (SEM PÓS-VENDAS),Rancharia - SP,SP,2022-04-27,2022-05-25,28,Resolvido,Sim,10
hQN4RSQcQ647kFUmVq9GVg==,Bradesco Seguros,Contratação do seguro viagem,São Paulo - SP,SP,2022-06-07,2022-07-05,28,Resolvido,Sim,8
SUQrd9e1eKlcZ4Yt0bBx6Q==,Bradesco Seguros,Uma novela para marcar um procedimento e não consigo,São Paulo - SP,SP,2022-05-18,2022-06-15,28,Resolvido,Sim,3
T/8Flc6v0zLFJBQ8xU8KLg==,Porto Seguro,TECH FACIL DEVOLUÇÃO,Perdões - MG,MG,2022-05-23,2022-06-20,28,Resolvido,Não,0
+rpAz67gqOlcIKun6nVw5w==,Youse Seguros,Cobrança indevida e não lhe respondem,Teresina - PI,PI,2022-05-05,2022-06-02,28,Resolvido,Não,4
b/7Wty00q6phtDLJNN6DAA==,Zurich Brasil Seguros,"Acionei assistencia 24hs para um serviço e preciso do comprovante, que a Zurick nao me envia e fica jogando para o prestador de serviço que tb nao resolve.",Jundiaí - SP,SP,2022-03-28,2022-04-25,28,Resolvido,Não,3
ZKiEYdkP0korxgtkxYo/8A==,Tokio Marine Seguradora,Pagamento de seguro pela tabela FIPE,Viamão - RS,RS,2022-04-20,2022-05-18,28,Resolvido,Não,3
8P+V8tknp4sypJCL+NGX+Q==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Empresa desrespeita o consumidor,São Paulo - SP,SP,2022-03-29,2022-04-26,28,Resolvido,Não,0
dHZL2rNye8aQ0mkNIaubiQ==,Porto Seguro,Não atendem e não resolvem,Osasco - SP,SP,2022-03-31,2022-04-28,28,Não resolvido,Não,3
jiKLsozje+lbluEniK3CSA==,MAPFRE Seguros,Falta de resposta para resolução de sinistro,Valparaíso de Goiás - GO,GO,2022-04-12,2022-05-10,28,Não resolvido,Não,0
0tPtgSNeZa36UW9YabHmRQ==,AIG Seguros Brasil,"Proteção de preço aprovada, mas não paga após dcorrido 15 dias.",Limeira - SP,SP,2022-05-11,2022-06-08,28,Não resolvido,Não,2
xUfHlSAYS09TqmLc0s5Rpw==,AIG Seguros Brasil,Sinistro Pendente - 03659328 - Proteção de Compras,São Paulo - SP,SP,2022-04-02,2022-04-30,28,Não resolvido,Não,0
R8rvrzT/9XQWT8v28v1jXQ==,Zurich Brasil Seguros,PÉSSIMO ATENDIMENTO DA EMPRESA,Brasília - DF,DF,2022-04-20,2022-05-18,28,Não resolvido,Não,0
/fZzI/FzpDR92OSvnTRFhA==,Zurich Brasil Seguros,GARANTIA EXTENDIDA SMART TV LG 50 POLEGADAS - RECUSA DO REPARO,Parnamirim - RN,RN,2022-05-03,2022-05-31,28,Não resolvido,Não,0
v+Q0jk05MtxRr7MurB8TGw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",NÃO QUITAÇÃO AO BANCO VEÍCULO,Recife - PE,PE,2022-04-25,2022-05-23,28,Não resolvido,Não,0
m6tkVhHHU4v4L6ts6wAKKA==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Sem nenhuma informação do Sinistro - 264119765,Joinville - SC,SC,2022-04-04,2022-05-02,28,Não resolvido,Não,0
zI3uZuvRohTwAN2nMxfdSA==,Bradesco Seguros,Assistência,Natal - RN,RN,2022-06-09,2022-07-07,28,Não resolvido,Não,0
s2KM2xZfeL26dYxpAaANBA==,HDI Seguros,Falta de boleto,Rio de Janeiro - RJ,RJ,2022-04-13,2022-05-10,27,Resolvido,Sim,1
PgtWXwek9e54qUxSz3bMPg==,HDI Seguros,Indignação com a prestação de serviços,Ribeirão das Neves - MG,MG,2022-04-26,2022-05-23,27,Resolvido,Sim,10
8oPPhcS4djdNx0hYk4SiWw==,Azul Seguros,Demora para liberação do sinistro,Sorocaba - SP,SP,2022-05-24,2022-06-20,27,Resolvido,Sim,9
8kt8BJVoHrR0cZ3Y4Z8nRQ==,Youse Seguros,Estorno de pagamento PIX,Paulínia - SP,SP,2022-06-01,2022-06-28,27,Resolvido,Sim,7
SjuT0HdrAoF0x68Iz73T9w==,AIG Seguros Brasil,Atraso no pagamento sinistro,Areiópolis - SP,SP,2022-05-05,2022-06-01,27,Resolvido,Sim,7
cUS+DEXmJCoN1CKHCovGHg==,AIG Seguros Brasil,AIG Seguros Brasil não cumpriu com o Pagamento do meu Sinistro,Mossoró - RN,RN,2022-05-05,2022-06-01,27,Resolvido,Sim,9
i6sdqOHfO/LWauC4Gz+9Yw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Cancelar seguro de moto,Campo Grande - MS,MS,2022-05-14,2022-06-10,27,Resolvido,Sim,10
JskcUZZ7jH6QKiGV8kKzWg==,Bradesco Seguros,"Seguro residencial cobrado sem uso, sem assinatura de apólice",São Paulo - SP,SP,2022-06-14,2022-07-11,27,Resolvido,Sim,8
P4dweoNOSSG3fpkHip7lCQ==,Bradesco Seguros,Seguro Auto Bradesco,Rio de Janeiro - RJ,RJ,2022-06-02,2022-06-29,27,Resolvido,Sim,10
XiyBw5H/9mVuIvFWWfh1sQ==,HDI Seguros,SOU TERCEIRO E NÃO TENHO RETORNO DA EMPRESA,Curitiba - PR,PR,2022-05-15,2022-06-11,27,Resolvido,Não,4
xQPoxyUL/lOOjh8B8YcNbA==,MAPFRE Seguros,BB Seguros cancela apólice indevidamente e não resolve o problema.,Brasília - DF,DF,2022-04-19,2022-05-16,27,Resolvido,Não,0
SpMICd2TUpBdfXottM8T4w==,AIG Seguros Brasil,Serviço de Proteção de preços - Propaganda Enganosa!!!,Rio Branco - AC,AC,2022-04-08,2022-05-05,27,Resolvido,Não,0
IRgONnqswf18Ol/1iZzEfw==,Tokio Marine Seguradora,Demora na aprovação de complemento de processo de sinistro,Belo Horizonte - MG,MG,2022-04-19,2022-05-16,27,Resolvido,Não,0
GudNmn+fmPo+F5qc8gNfWQ==,Bradesco Seguros,Cancelamento do convênio empresarial,João Pessoa - PB,PB,2022-05-06,2022-06-02,27,Resolvido,Não,5
jgGcRODDjZVBdU4kjZpXlA==,Bradesco Seguros,Bradesco Seguros Auto negou cobertura de forma genérica e abusiva de pagamento de veículo sinistrado. Não comprovou a perda do direito. Não cumpre prazos e não disponibiliza carro reserva.,Campina Verde - MG,MG,2022-05-18,2022-06-14,27,Resolvido,Não,6
RKI1anE/LXeiyWgpUSSnsQ==,HDI Seguros,Sinistro Hdi seguros,Rio de Janeiro - RJ,RJ,2022-04-14,2022-05-11,27,Não resolvido,Não,0
2JySjbAwqX3F3/NP9FyXWA==,Porto Seguro,Falta de atendimento ao Sinistro,Cotia - SP,SP,2022-03-30,2022-04-26,27,Não resolvido,Não,0
e6d2yIE6une8w23BBDm/Jw==,Porto Seguro,Assinatura smartphone na Porto Tech Fácil,Osasco - SP,SP,2022-05-19,2022-06-15,27,Não resolvido,Não,1
mtHUh2sPkR8iXD96O+CNtg==,Youse Seguros,CARRO NEGADO NÃO INFORMAM O MOTIVO,Nova Friburgo - RJ,RJ,2022-06-02,2022-06-29,27,Não resolvido,Não,0
7e8JutzkdIL+hlmtUf+l5Q==,AIG Seguros Brasil,Seguradora não paga sinistro!!,Salvador - BA,BA,2022-04-21,2022-05-18,27,Não resolvido,Não,0
2MVtCFLZmb6Ra93SAS5c3w==,AIG Seguros Brasil,Seguradora não paga! não respeita prazos!!,Salvador - BA,BA,2022-04-21,2022-05-18,27,Não resolvido,Não,0
6gQ9viybPctWQj6BgONCEw==,Bradesco Seguros,"NÃO RECEBI O SEGURO, JÁ PEDI FAZ UM ANO",São Paulo - SP,SP,2022-06-02,2022-06-29,27,Não resolvido,Não,0
QWOhvSZzquhMMt9cbBXpFw==,Bradesco Seguros,Bradesco não devolve título de capitalização,Santo André - SP,SP,2022-05-13,2022-06-08,26,Resolvido,Não,0
VJnEhxmFrTXnv6hEbZGLsA==,Bradesco Seguros,Negativa de cirurgia reparadora,Niterói - RJ,RJ,2022-05-04,2022-05-30,26,Não resolvido,Não,0
3qEQn9QBZ4+l+RjOC5M9QQ==,Bradesco Seguros,Não enviaram apólice de seguro,Carapicuíba - SP,SP,2022-04-29,2022-05-25,26,Resolvido,Não,2
789d7tzc+oT0ezj7VOcsHg==,Azul Seguros,Cancelamento indevido,Simões Filho - BA,BA,2022-04-04,2022-04-30,26,Resolvido,Sim,9
Mz+h1qT6EG9iytKjGZ8UGg==,Azul Seguros,Aprovação de sinistro incompleta.,Sumaré - SP,SP,2022-03-30,2022-04-25,26,Resolvido,Sim,10
QKUbvUT/c3RNsmH1HuLPSA==,Youse Seguros,Estorno de cobrança indevida não pago,São Paulo - SP,SP,2022-05-05,2022-05-31,26,Resolvido,Sim,8
ai1+RfIOP6lq1waI5AmoOw==,AIG Seguros Brasil,Seguro proteção de preços aprovado sem pagamento,Brasília - DF,DF,2022-05-20,2022-06-15,26,Resolvido,Sim,10
2d01JRJDSGjrX5v51rtdxg==,Zurich Brasil Seguros,Perdi classe de bonus por um sinistro que não é meu,São Bernardo do Campo - SP,SP,2022-04-08,2022-05-04,26,Resolvido,Sim,10
AqxU1j+g/EMzxQtU+xJGkA==,Bradesco Seguros,Reembolso,Rio de Janeiro - RJ,RJ,2022-06-01,2022-06-27,26,Resolvido,Sim,10
4blPB0RIs23+CJ/cmCL2ng==,Bradesco Seguros,Mais de 5 horas esperando o taxi e depois nenhuma resposta para o reembolso,Anápolis - GO,GO,2022-04-21,2022-05-17,26,Resolvido,Sim,5
R+GkgTLBYx40JuXZ1JFqeg==,HDI Seguros,Assistencia 24 Horas Faz a Gente de Burro,Guarapuava - PR,PR,2022-06-05,2022-07-01,26,Resolvido,Não,0
CjREdkpAjYmbYRIicQZ8Xw==,HDI Seguros,Liberação de conserto que nunca se cumpre prazo a mais de um mês em aguardo,Curitiba - PR,PR,2022-04-28,2022-05-24,26,Resolvido,Não,5
dzhaYbUK57bteaYAsZlkhQ==,Porto Seguro,sabemos que a porto é lenta mais 12 anos acho um pouco fora da curva,São Paulo - SP,SP,2022-05-12,2022-06-07,26,Resolvido,Não,5
gVEhnsps2vD1SIsrsb5Hxw==,Porto Seguro,Orçametno para seguro de automóvel,São Paulo - SP,SP,2022-03-30,2022-04-25,26,Resolvido,Não,5
kll7/6znUUTfqbLXDVKb6g==,AIG Seguros Brasil,Falta de Respeito - Demora na análise (3 meses),São Paulo - SP,SP,2022-05-04,2022-05-30,26,Resolvido,Não,0
/nNT+Im9eCD4JtO08Ebx2g==,Zurich Brasil Seguros,Restituição de seguros,São Paulo - SP,SP,2022-05-08,2022-06-03,26,Resolvido,Não,0
OfGcFXmdp8Fgao8tMp3cAA==,Zurich Brasil Seguros,Pior Seguradora de todos os tempos!,Recife - PE,PE,2022-05-05,2022-05-31,26,Resolvido,Não,3
vZYFmPtCzVE8VDmqczUCcQ==,HDI Seguros,Descaso e demora no atendimento,São Paulo - SP,SP,2022-05-21,2022-06-16,26,Não resolvido,Não,5
SSmVeIpmnE+91JKQeDLMuA==,Azul Seguros,Terceiro prejudicado sem acesso a seguradora que atua com desídia e de forma protelatória,Santo André - SP,SP,2022-05-29,2022-06-24,26,Não resolvido,Não,1
mpLGyM6zK+oHr07xhICjoA==,Porto Seguro,Solicitação de documento para seguro auto,Canoas - RS,RS,2022-05-20,2022-06-15,26,Não resolvido,Não,0
EXOXbA8VqfCDhHrGTsvtlw==,Youse Seguros,Não contratem! Propaganda enganosa!,Brasília - DF,DF,2022-04-28,2022-05-24,26,Não resolvido,Não,0
VKGfGj6Jn6FKw3KziiZvNA==,Youse Seguros,RENOVAÇÃO SEM APLICAÇÃO DE BONUS,Joinville - SC,SC,2022-06-07,2022-07-03,26,Não resolvido,Não,4
7xdyE52mWOveFwDyFu/yaw==,Youse Seguros,Assistência Técnica,Santos - SP,SP,2022-06-03,2022-06-29,26,Não resolvido,Não,0
woXW46+6QGPVc2X+mrD3ow==,AIG Seguros Brasil,Cadê o dinheiro do seguro que foi aprovado a quase 2 meses?,Fortaleza - CE,CE,2022-05-02,2022-05-28,26,Não resolvido,Não,0
KPiKRc1GLn6UtXJp10o3Sw==,AIG Seguros Brasil,Demora no pagamento do sinistro,Santos - SP,SP,2022-06-02,2022-06-28,26,Não resolvido,Não,0
+HPXwJLO2vqwNwDRSAWBbA==,AIG Seguros Brasil,Negativa e demora na análise da documentação seguro proteção de preço,Franca - SP,SP,2022-03-29,2022-04-24,26,Não resolvido,Não,0
M8oLRFotZxsF7BPqHtX44A==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",PESSIMO ATENDIMENTO E FALTA DE RESPEITO AO CLIENTE,Rio de Janeiro - RJ,RJ,2022-05-25,2022-06-20,26,Não resolvido,Não,0
c5jGI+nBOj+R0aG/W9wbZA==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Demora para resolver o sinistro do meu veículo,Nova Iguaçu - RJ,RJ,2022-05-18,2022-06-13,26,Não resolvido,Não,1
zgjgIrYNKyTXUr/4PYC9pw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Motorista Amigo não chega,Rio de Janeiro - RJ,RJ,2022-05-29,2022-06-24,26,Não resolvido,Não,6
HuBQyP1J5dbhe1JExV845w==,Bradesco Seguros,Negativa Reparadoras Pós Gastroplastia,Brasília - DF,DF,2022-06-01,2022-06-27,26,Não resolvido,Não,0
umyirvGLo3HOAON97/328w==,Bradesco Seguros,Carência para ressonância!!!!,Brasília - DF,DF,2022-05-18,2022-06-13,26,Não resolvido,Não,1
WmXD1OnqwIcQxtwwK4lYmg==,Bradesco Seguros,Não liberação de Sessões de Terapia,São Paulo - SP,SP,2022-04-25,2022-05-20,25,Não resolvido,Não,0
t2LLx+2QTPlXa/iX7nQurQ==,Bradesco Seguros,Burocracia para receber lucros cessantes,São Paulo - SP,SP,2022-04-28,2022-05-23,25,Não resolvido,Não,1
j33y6MA7Vh2O1OAnCycMYg==,Bradesco Seguros,Impossível resgatar o valor da previdência privada,São Paulo - SP,SP,2022-04-26,2022-05-21,25,Resolvido,Não,2
KFOLmr9n0R4F/em/NAcGnw==,Azul Seguros,Demora para consertar o veículo,Campo Largo - PR,PR,2022-04-28,2022-05-23,25,Resolvido,Sim,9
wz/6aqXfgfSz6g2F0SUdUw==,Azul Seguros,Sinistro,Cidade Ocidental - GO,GO,2022-05-09,2022-06-03,25,Resolvido,Sim,10
S9SEaHkKi9z0ooGQxSQ4zg==,Porto Seguro,Demora em resolução de assistência Tech Fácil.,São Bernardo do Campo - SP,SP,2022-05-19,2022-06-13,25,Resolvido,Sim,5
MmThKKwGMJ9xDmttlBCN6w==,Youse Seguros,Renovam seu seguro sem você querer e é quase impossível de cancelar,Anápolis - GO,GO,2022-04-26,2022-05-21,25,Resolvido,Sim,8
6mHMGGkarM4j2Mf82Esx6w==,AIG Seguros Brasil,Seguro não pago,Belo Horizonte - MG,MG,2022-04-22,2022-05-17,25,Resolvido,Sim,4
xmcyVQW4cTF8VtXrSLmr8w==,AIG Seguros Brasil,PAGAMENTO DE SEGURO,União dos Palmares - AL,AL,2022-05-02,2022-05-27,25,Resolvido,Sim,7
UibDndYNGv7XORb98YL4fw==,AIG Seguros Brasil,Demora para resposta de sinistro,São Paulo - SP,SP,2022-05-02,2022-05-27,25,Resolvido,Sim,8
gU4XKwDqHjs0qf2r1/yZjA==,AIG Seguros Brasil,PROTECAO DE PRECO SEM RETORNO,João Pessoa - PB,PB,2022-05-20,2022-06-14,25,Resolvido,Sim,10
09lrAeDnNhUzE2URVWqLlA==,Zurich Brasil Seguros,Desistência ou cancelamento de seguro,São João del Rei - MG,MG,2022-05-16,2022-06-10,25,Resolvido,Sim,8
LonX9IQJJkQW7/wc9jMiVQ==,Tokio Marine Seguradora,Estorno do seguro,Rio de Janeiro - RJ,RJ,2022-06-03,2022-06-28,25,Resolvido,Sim,10
dpsX/j2V1iJkGVtm5yRkLw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.","Sem retorno de uma simples troca de retrovisor, já na reclamação da reclamação",Campinas - SP,SP,2022-03-29,2022-04-23,25,Resolvido,Sim,7
ZkKtz5zmh4CnMpmtM5EFbA==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Desconto do valor de IPVA de um carro que pertence a PCD com isenção,São Paulo - SP,SP,2022-05-12,2022-06-06,25,Resolvido,Sim,7
